1,3410,10,231
2,3305,17,311
3,3176,23,402
4,2955,31,577
5,2764,44,666
6,2570,48,811
7,2316,63,962
8,1990,74,1188
9,1674,89,1367
10,1322,110,1515
11,1033,125,1618
12,862,133,1670
13,660,138,1728
14,550,147,1662
15,461,147,1637
16,355,151,1632
17,342,152,1525
18,291,150,1498
19,270,153,1418
20,271,150,1339
21,263,142,1284
22,251,142,1227
23,225,138,1193
24,229,135,1134
25,239,131,1073
26,233,128,1022
27,232,124,979
28,247,122,922
29,253,118,878
30,267,116,828
31,283,111,781
32,291,109,744
33,303,104,708
34,312,101,678
35,317,95,658
36,315,91,649
37,340,88,616
38,350,85,601
39,373,83,575
40,384,77,567
41,405,77,538
42,391,71,561
43,432,70,530
44,464,69,506
45,471,66,513
46,497,65,502
47,490,64,524
48,487,62,545
49,512,62,529
50,537,61,523
51,547,59,534
52,560,59,542
53,593,58,531
54,605,57,540
55,608,56,561
56,607,56,586
57,607,55,611
58,593,56,635
59,609,58,625
60,624,59,628
61,605,59,668
62,599,62,669
63,595,61,687
64,605,62,685
65,611,60,699
66,630,62,679
67,626,63,679
68,635,63,685
69,621,63,715
70,629,65,697
71,628,64,713
72,632,63,723
73,576,64,786
74,581,65,790
75,577,67,789
76,578,69,782
77,579,69,780
78,559,70,800
79,540,72,813
80,526,72,823
81,511,71,847
82,534,71,821
83,532,72,820
84,547,73,799
85,542,74,803
86,548,74,796
87,538,75,797
88,526,75,805
89,543,76,785
90,542,75,781
91,515,74,811
92,516,74,806
93,517,75,801
94,508,75,800
95,511,75,802
96,506,75,809
97,482,74,838
98,492,76,823
99,502,75,818
100,508,76,811
101,513,76,807
102,536,74,789
103,556,73,775
104,565,72,772
105,550,72,794
106,566,73,770
107,566,74,761
108,553,75,756
109,535,73,778
110,525,79,752
111,522,76,751
112,505,78,742
113,524,78,724
114,518,78,722
115,516,78,715
116,505,75,731
117,532,73,703
118,540,72,702
119,538,69,715
120,540,71,703
121,531,71,706
122,505,73,724
123,516,73,702
124,520,71,700
125,523,70,698
126,518,68,705
127,517,67,709
128,539,67,696
129,529,65,721
130,529,63,738
131,520,65,750
132,536,63,730
133,544,64,734
134,571,63,717
135,588,65,692
136,602,64,693
137,577,65,725
138,597,62,712
139,595,63,719
140,586,60,739
141,606,62,706
142,627,58,697
143,658,58,687
144,665,59,690
145,670,58,696
146,659,60,712
147,646,61,733
148,650,63,730
149,647,63,735
150,630,63,760
151,647,66,744
152,642,67,725
153,643,68,720
154,652,66,725
155,630,67,753
156,641,68,740
157,633,67,753
158,624,68,755
159,629,69,752
160,623,67,770
161,625,67,766
162,609,68,777
163,601,68,784
164,583,71,789
165,588,74,771
166,616,73,748
167,605,72,763
168,600,72,759
169,606,70,758
170,589,70,783
171,583,72,770
172,588,72,766
173,579,71,781
174,599,72,762
175,598,72,770
176,612,71,747
177,626,72,732
178,628,71,727
179,641,72,715
180,624,67,741
181,607,67,756
182,598,66,767
183,594,65,780
184,615,64,770
185,606,65,791
186,616,66,784
187,634,67,770
188,660,67,746
189,675,67,739
190,674,67,744
191,671,67,748
192,680,65,744
193,676,66,742
194,674,70,713
195,684,67,712
196,686,68,706
197,646,67,757
198,629,70,769
199,593,73,769
200,564,74,787
201,559,76,775
202,532,72,786
203,540,74,762
204,512,71,794
205,523,69,794
206,535,67,795
207,531,68,808
208,519,71,806
209,534,72,783
210,543,72,778
211,522,72,807
212,490,74,823
213,485,77,808
214,477,78,804
215,492,76,789
216,503,73,785
217,486,75,794
218,478,73,809
219,492,76,770
220,502,77,754
221,523,78,707
222,514,76,711
223,506,74,725
224,512,76,704
225,513,75,708
226,513,74,714
227,497,74,718
228,470,74,744
229,464,76,741
230,482,75,724
231,500,73,713
232,520,71,696
233,541,67,688
234,538,67,696
235,520,67,718
236,534,67,715
237,567,67,694
238,576,67,697
239,595,65,686
240,612,64,685
241,616,64,679
242,619,61,693
243,632,61,699
244,640,61,697
245,625,62,714
246,638,62,714
247,631,64,725
248,614,64,745
249,621,68,723
250,646,67,707
251,675,66,690
252,671,65,708
253,656,66,733
254,658,66,732
255,661,67,729
256,667,66,733
257,652,65,746
258,645,66,746
259,650,67,744
260,660,67,739
261,676,65,738
262,684,67,727
263,688,67,729
264,693,67,735
265,668,68,760
266,681,66,748
267,685,67,747
268,669,68,764
269,613,67,829
270,592,74,802
271,571,73,815
272,529,76,840
273,522,79,821
274,527,79,799
275,523,79,792
276,528,77,778
277,533,78,770
278,504,77,801
279,523,81,763
280,535,80,741
281,513,78,764
282,477,78,788
283,467,77,801
284,472,78,789
285,465,78,796
286,460,79,789
287,458,78,793
288,476,78,774
289,494,76,749
290,502,77,714
291,500,74,722
292,501,72,727
293,516,68,724
294,495,69,749
295,493,70,753
296,496,70,749
297,508,70,746
298,511,70,740
299,517,68,740
300,516,68,753
301,538,70,731
302,543,69,737
303,545,69,743
304,543,68,740
305,554,66,738
306,570,67,725
307,593,63,709
308,610,63,708
309,601,63,722
310,613,63,725
311,602,65,732
312,609,65,730
313,591,65,763
314,571,67,784
315,538,70,808
316,524,72,816
317,520,72,817
318,502,73,837
319,489,74,854
320,483,76,840
321,490,74,839
322,491,76,826
323,459,79,843
324,443,79,856
325,453,81,831
326,473,82,805
327,473,80,800
328,463,80,802
329,447,80,807
330,456,79,788
331,434,79,801
332,441,80,776
333,439,80,767
334,469,80,734
335,482,75,720
336,474,73,732
337,475,72,735
338,490,73,720
339,507,71,705
340,528,70,694
341,530,69,701
342,550,68,685
343,560,70,673
344,563,69,672
345,578,69,668
346,593,69,663
347,593,68,675
348,605,65,670
349,581,65,706
350,568,67,717
351,558,68,718
352,545,67,744
353,545,68,745
354,542,70,747
355,534,69,766
356,519,68,783
357,515,70,780
358,523,72,758
359,535,71,754
360,544,72,749
361,550,71,750
362,565,70,738
363,572,70,730
364,554,69,757
365,527,70,786
366,555,72,742
367,543,71,763
368,563,70,748
369,562,69,754
370,565,69,754
371,566,68,756
372,566,68,768
373,569,70,755
374,580,70,748
375,586,71,744
376,584,70,754
377,589,67,754
378,566,70,776
379,580,70,770
380,562,70,794
381,541,71,812
382,549,74,794
383,543,72,808
384,536,72,805
385,531,75,808
386,518,76,823
387,508,76,833
388,521,77,813
389,512,75,826
390,520,75,823
391,530,78,805
392,553,76,775
393,578,75,752
394,570,73,767
395,580,72,765
396,578,72,766
397,568,74,757
398,555,75,756
399,550,75,761
400,517,76,788
401,518,79,756
402,529,75,746
403,521,75,752
404,524,76,734
405,529,75,734
406,525,73,738
407,536,74,731
408,554,73,719
409,550,73,713
410,542,72,721
411,538,72,730
412,523,72,751
413,504,73,757
414,472,72,776
415,471,75,751
416,480,77,727
417,485,73,729
418,503,73,703
419,515,71,700
420,505,71,709
421,513,70,696
422,527,70,691
423,552,72,643
424,550,65,659
425,536,64,689
426,536,65,693
427,534,64,711
428,542,65,714
429,549,65,722
430,539,65,724
431,533,70,695
432,540,69,688
433,543,67,698
434,555,68,692
435,570,67,690
436,574,65,700
437,602,66,683
438,620,66,679
439,642,64,673
440,642,63,690
441,636,63,712
442,628,66,722
443,618,68,717
444,614,69,728
445,603,71,722
446,606,70,728
447,584,67,762
448,589,67,761
449,599,67,761
450,599,66,775
451,622,67,758
452,607,66,775
453,604,70,769
454,590,72,769
455,606,70,753
456,599,70,751
457,585,69,773
458,590,69,773
459,605,69,766
460,595,70,782
461,594,71,771
462,611,70,754
463,611,69,751
464,595,70,759
465,613,70,741
466,621,70,730
467,599,70,756
468,590,72,754
469,591,72,747
470,591,70,754
471,572,69,783
472,558,72,775
473,555,74,769
474,543,74,786
475,534,75,780
476,545,75,774
477,550,73,775
478,527,75,785
479,538,76,769
480,557,75,754
481,540,75,762
482,526,75,778
483,462,74,847
484,463,78,822
485,464,78,804
486,444,78,817
487,443,77,817
488,448,78,803
489,471,75,785
490,477,74,775
491,481,75,768
492,468,76,783
493,469,73,789
494,484,75,770
495,498,75,760
496,499,74,763
497,503,73,764
498,511,72,755
499,483,72,791
500,511,72,761
501,498,72,782
502,483,73,798
503,495,73,772
504,498,74,767
505,485,75,778
506,500,73,770
507,511,74,747
508,505,75,746
509,497,76,748
510,503,75,739
511,476,76,755
512,471,74,759
513,473,76,748
514,486,77,731
515,468,76,752
516,473,74,750
517,473,73,749
518,471,72,751
519,476,72,749
520,484,72,745
521,469,74,741
522,458,75,749
523,465,74,739
524,475,75,726
525,481,74,703
526,507,70,683
527,498,69,702
528,472,71,725
529,453,71,738
530,444,71,746
531,456,69,726
532,458,68,736
533,456,69,731
534,467,67,729
535,487,65,724
536,479,65,747
537,482,67,745
538,490,67,741
