1,3396,10,216
2,3296,15,275
3,3125,22,377
4,2953,28,485
5,2770,37,583
6,2489,44,783
7,2209,58,926
8,1910,72,1063
9,1659,84,1152
10,1422,93,1232
11,1212,103,1284
12,995,106,1384
13,733,117,1464
14,539,123,1489
15,412,130,1430
16,321,132,1386
17,249,133,1326
18,200,130,1235
19,189,126,1125
20,160,122,1040
21,155,119,935
22,147,112,841
23,131,105,771
24,119,100,702
25,110,97,633
26,87,92,577
27,88,84,511
28,88,80,450
29,84,74,399
30,88,70,344
31,93,66,292
32,102,56,246
33,114,51,202
34,122,47,166
35,129,40,138
36,145,35,106
37,152,27,91
38,165,25,72
39,175,22,59
40,191,19,43
41,202,17,34
42,212,13,30
43,229,10,22
44,247,8,15
45,263,6,12
46,278,6,10
47,296,4,7
48,314,3,5
49,330,3,5
50,348,3,3
51,366,3,1
52,385,1,0
53,404,0,0
54,423,0,0
55,442,0,0
56,461,0,0
57,480,0,0
58,499,0,0
59,518,0,0
