1,3402,10,219
2,3276,16,289
3,3145,21,372
4,2967,27,470
5,2796,34,565
6,2574,44,681
7,2347,53,802
8,2070,63,945
9,1830,76,1047
10,1471,91,1229
11,1226,102,1326
12,979,113,1389
13,752,121,1430
14,622,124,1409
15,473,126,1410
16,368,130,1349
17,292,130,1280
18,264,130,1172
19,249,128,1064
20,207,125,988
21,182,121,906
22,148,115,836
23,113,107,779
24,101,102,704
25,90,96,631
26,85,88,553
27,84,84,486
28,75,76,435
29,79,70,377
30,86,66,320
31,94,59,269
32,100,53,226
33,111,46,185
34,121,36,155
35,135,32,125
36,146,29,101
37,153,24,86
38,168,21,66
39,182,15,53
40,193,13,45
41,204,10,40
42,215,8,37
43,228,7,33
44,241,7,29
45,253,7,26
46,267,7,21
47,281,6,17
48,294,6,13
49,309,5,9
50,323,4,7
51,338,3,5
52,354,2,3
53,370,2,1
54,383,1,2
55,398,1,2
56,413,1,2
57,429,1,1
58,445,1,0
59,461,0,0
