1,3415,10,245
2,3306,17,310
3,3149,23,409
4,2949,29,551
5,2674,42,720
6,2410,55,861
7,1996,68,1135
8,1593,81,1378
9,1353,104,1394
10,1070,116,1476
11,842,127,1475
12,591,130,1554
13,498,134,1500
14,394,135,1463
15,341,137,1365
16,298,130,1287
17,222,132,1223
18,195,131,1120
19,154,126,1053
20,139,123,955
21,148,120,844
22,131,112,767
23,96,107,702
24,86,101,629
25,80,95,558
26,84,88,484
27,85,84,417
28,72,71,377
29,78,66,317
30,85,63,265
31,93,56,219
32,104,52,174
33,110,42,144
34,119,38,115
35,126,30,96
36,138,24,78
37,151,21,62
38,165,18,48
39,177,14,40
40,191,11,33
41,204,8,30
42,218,6,28
43,235,6,23
44,250,6,20
45,268,4,16
46,285,3,14
47,302,2,13
48,318,2,13
49,336,2,11
50,354,2,9
51,371,2,8
52,389,1,7
53,406,1,7
54,423,1,7
55,439,1,8
56,457,1,7
57,475,1,6
58,492,1,6
59,509,1,6
60,526,1,6
61,543,1,6
62,561,1,5
63,579,1,4
64,596,1,4
65,614,1,3
66,632,1,2
67,650,1,1
68,668,1,0
69,686,0,0
